BIZ_NO,END_DATE,STRT_DATE,CLSBZ_GB,STAT_OCR_DATE
1298166447,99991231,20200731,6,
1298166447,20110703,20200731,3,20100609
1298166447,20100614,20200731,2,
1298166447,20100201,20200731,5,
1298166447,20100104,20200731,2,
1298166447,20090713,20200731,5,
1298166447,20090706,20200731,2,
1078166336,99991231,20170928,5,
1078166336,20170927,20170918,2,
1078166336,20170917,20141008,5,
1078166336,20141007,20200731,2,
2268121377,99991231,20200731,6,
2268121377,20131027,20200731,3,20100113
1358117392,99991231,20190527,5,
1358117392,20190526,20200731,2,
2238105795,99991231,20200731,6,
2238105795,20080728,20200731,3,20061231
2238105795,20080221,20200731,2,
2208132328,99991231,20200731,6,
2208132328,20051124,20200731,3,19960731
2118651762,99991231,20160831,6,
2118651762,20160830,20160825,3,20160713
1138116995,99991231,20200731,6,
1138116995,20131027,20200731,3,19980825
6108117516,99991231,20211221,5,
6108117516,20211220,20210423,2,
6108117516,20210422,20200731,6,20200331
6108117516,20200821,20200731,3,20200310
3128160706,99991231,20200731,6,20170904
3128160706,20170909,20200731,3,20090427
1298136598,99991231,20200731,5,
1298136598,20120802,20200731,2,
5058118469,99991231,20200731,6,
5058118469,20070429,20200731,3,20070328
2118700810,99991231,20161207,6,
2118700810,20161206,20200731,3,20150630
3128119793,99991231,20170113,6,
3128119793,20170112,20200731,3,20160927
3128119793,20161219,20160122,5,
3128119793,20160121,20160114,2,
3128119793,20160113,20140609,6,
3128119793,20140608,20200731,3,20030722
1098158545,99991231,20200731,6,
1098158545,20131027,20200731,3,20001231
3068125970,99991231,20131028,6,
3068125970,20131027,20200731,3,20120331
3068125970,20120802,20200731,5,
3068125970,20050801,20200731,2,
1278111136,99991231,20200731,5,
1278111136,20131027,20200731,2,
1278111136,20100125,20200731,5,
1278111136,20100118,20200731,2,
1078142765,99991231,20200731,6,
1078142765,20060419,20200731,3,20030731
1298136282,99991231,20200420,6,
1298136282,20200419,20200411,3,20200331
5038134425,99991231,20200731,5,
5038134425,20131027,20200731,2,
1208120764,99991231,20200731,6,
1208120764,20080221,20200731,3,20060331
2148743477,99991231,20200731,6,
2148743477,20090930,20200731,3,20080630
3028103197,99991231,20161207,6,
3028103197,20161206,20161201,3,20161118
6138100367,99991231,20200731,5,
1248131259,99991231,20180616,5,
1248131259,20180615,20200731,2,
1248131259,20180509,20160418,5,
1248131259,20160417,20200731,2,
3018103699,99991231,20170104,5,
3018103699,20170103,20200731,2,
1148182519,99991231,20220830,5,
1148182519,20220829,20210826,2,
5088112353,99991231,20220802,5,
5088112353,20220801,20220419,2,
5088112353,20220418,20220405,5,
5088112353,20220404,20220111,2,
1358132919,99991231,20200731,5,
1358132919,20081210,20200731,2,
2118706551,99991231,20200731,6,
2118706551,20131027,20200731,3,20010731
5138110677,99991231,20200731,6,
6168141921,99991231,20200731,5,
6168141921,20090222,20200731,2,
1128148140,99991231,20200731,5,
1128148140,20131027,20200731,2,
1098100612,99991231,20140502,6,
1098100612,20140501,20200731,3,20130630
1358162446,99991231,20150424,6,
1358162446,20150423,20200731,3,20141231
1208627229,99991231,20200803,6,
1208627229,20200802,20200730,3,20200630
1208660403,99991231,20200731,6,
1208660403,20101031,20200731,3,20100930
1068182371,99991231,20131028,5,
1068182371,20131027,20200731,2,
1068182371,20130106,20200731,5,
1068182371,20120806,20200731,2,
1208606035,99991231,20190528,6,
1208606035,20190527,20200731,3,20181231
1218118903,99991231,20190325,6,
1218118903,20190324,20200731,3,20180630
4098161896,99991231,20200731,6,
4098161896,20090106,20200731,3,20080531
1268169090,99991231,20200731,6,
1268169090,20131027,20200731,3,20070125
1218131172,99991231,20200731,6,
1218131172,20131027,20200731,3,20030930
2218109719,99991231,20160822,6,
2218109719,20160821,20200731,3,20160318
1248158170,99991231,20131216,6,
1248158170,20131215,20200731,3,20130930
1198161654,99991231,20200731,6,
1198161654,20131027,20200731,3,20081209
2148723170,99991231,20120908,6,
2148723170,20120907,20200731,3,20110630
2148723170,20120104,20200731,5,
2148723170,20110103,20200731,2,
2148723170,20100809,20200731,5,
2148723170,20100705,20200731,2,
2148723170,20100208,20200731,5,
2148723170,20100104,20200731,2,
2148723170,20091102,20200731,5,
2148723170,20090706,20200731,2,
2148723170,20090210,20200731,5,
2148723170,20081006,20200731,2,
2148723170,20080506,20200731,5,
2148723170,20080407,20200731,2,
2148723170,20071108,20200731,5,
2148723170,20071017,20200731,2,
2148723170,20070509,20200731,5,
2148723170,20070404,20200731,2,
4178123234,99991231,20200731,5,
4178123234,20061115,20200731,2,
2018145706,99991231,20141208,6,
2018145706,20141207,20200731,3,20140407
1148612487,99991231,20200731,6,
1148612487,20051124,20200731,3,20020930
6168106526,99991231,20200731,6,
6168106526,20131027,20200731,3,20100228
2118619501,99991231,20200731,6,
2118619501,20070606,20200731,3,20000216
1208112584,99991231,20141002,6,
1208112584,20141001,20140901,3,20140701
5058106226,99991231,20200731,6,
5058106226,20061115,20200731,3,20061025
1388119123,99991231,20200731,6,
1388119123,20131027,20200731,3,20080423
2148630844,99991231,20200731,6,
2148630844,20131027,20200731,3,20021010
1248601861,99991231,20190429,6,
1248601861,20190428,20200731,3,20121114
2128100261,99991231,20150508,5,
2128100261,20150507,20200731,2,
2128100261,20150209,20140509,5,
2128100261,20140508,20200731,2,
2128100261,20140407,20130405,5,
2128100261,20130404,20200731,2,
4098146177,99991231,20200731,5,
5058101139,99991231,20220124,6,
5058101139,20220123,20220117,3,20220117
5058101139,20220116,20210705,5,
5058101139,20210704,20210624,2,
5058101139,20210623,20200424,5,
5058101139,20200423,20200731,2,
1318156258,99991231,20200731,6,
1318156258,20131027,20200731,3,20000531
1208641110,99991231,20200731,6,
1208641110,20090414,20200731,3,20080430
2148712178,99991231,20200731,6,
2148712178,20131027,20200731,3,20020630
1298137772,99991231,20121211,6,
1298137772,20121210,20121105,3,20041231
2118703985,99991231,20200731,6,
2118703985,20101031,20200731,3,20070615
3148106426,99991231,20220111,5,
3148106426,20220110,20220103,2,
1148189036,99991231,20140303,6,
1148189036,20140302,20200731,3,20121109
5088112348,99991231,20220426,5,
5088112348,20220425,20220419,2,
1018163758,99991231,20200731,6,
1018163758,20131027,20200731,3,20080623
1018163758,20080728,20200731,6,
1018163758,20080427,20200731,3,20011111
2018127111,99991231,20130107,5,
2018127111,20130106,20200731,2,
3078115441,99991231,20200731,6,
3078115441,20131027,20200731,3,20111229
3078115441,20120101,20200731,6,
3078115441,20111016,20200731,3,20110930
1118114083,99991231,20200731,5,
1118114083,20131027,20200731,2,
2128144594,99991231,20200731,5,
2128144594,20060209,20200731,2,
2218108383,99991231,20140113,6,
2218108383,20140112,20200731,3,20130314
2218108383,20140105,20200731,6,
2218108383,20090713,20200731,3,20090331
4018119318,99991231,20200731,6,
4018119318,20070606,20200731,3,20020105
1208663259,99991231,20150102,5,
1208663259,20150101,20200731,2,
2208621511,99991231,20200731,6,
2208621511,20110131,20200731,3,20100630
2208621511,20101206,20200731,6,
2208621511,20051124,20200731,3,20041028
1018180233,99991231,20180628,6,
1018180233,20180627,20180530,3,20180401
1378133777,99991231,20200731,6,
1378133777,20131027,20200731,3,20001231
1238171302,99991231,20200731,6,
1238171302,20131027,20200731,3,20051231
1328140972,99991231,20200731,5,
1328140972,20070927,20200731,2,
3158119846,99991231,20200731,5,
3158119846,20131027,20200731,2,
1148166033,99991231,20140418,5,
1148166033,20140417,20200731,2,
2098131676,99991231,20200731,6,
2098131676,20060130,20200731,3,20020805
1248609183,99991231,20200731,6,
1248609183,20131027,20200731,3,19951231
3148153818,99991231,20200731,6,
3148153818,20131027,20200731,3,20021003
5118111874,99991231,20140110,6,
5118111874,20140109,20200731,3,20131101
5048147791,99991231,20170117,6,
5048147791,20170116,20170113,3,20170105
1288126608,99991231,20200731,6,
1288126608,20070213,20200731,3,19980630
6098104442,99991231,20160315,6,
6098104442,20160314,20200731,3,20150506
1118119899,99991231,20150909,6,
1118119899,20150908,20200731,3,20130630
1358153419,99991231,20200731,6,
1198199844,99991231,20200731,6,
1198199844,20131027,20200731,3,20070724
2148715025,99991231,20200731,6,
2148715025,20131027,20200731,3,20031231
2118645616,99991231,20200731,6,
2118645616,20110501,20200731,3,20110304
2118645616,20110331,20200731,6,
2118645616,20090617,20200731,3,20081231
2108142208,99991231,20200731,5,
2108142208,20131027,20200731,2,
2108142208,20081210,20200731,5,
2108142208,20081012,20200731,2,
2108142208,20080728,20200731,3,20021231
5148141737,99991231,20200731,6,
5148141737,20110403,20200731,3,20110322
3028108135,99991231,20200731,5,
3028108135,20100307,20200731,2,
1078148231,99991231,20200731,6,
1078148231,20131027,20200731,3,20080321
4128122074,99991231,20200731,6,
4128122074,20090406,20200731,3,20090319
1348162142,99991231,20200731,6,
1348162142,20081012,20200731,3,20070112
1078176023,99991231,20200731,6,
1078176023,20131027,20200731,3,20100706
2158150004,99991231,20181101,5,
2158150004,20181031,20200731,2,
2158150004,20181010,20180712,5,
2158150004,20180711,20200731,2,
2158150004,20180627,20200731,6,
2158150004,20111101,20200731,3,20101231
2158150004,20110301,20200731,5,
2158150004,20060214,20200731,2,
4108185618,99991231,20200731,6,
4108185618,20081012,20200731,3,20050630
4038108025,99991231,20200731,5,
4038108025,20131027,20200731,2,
4108183925,99991231,20180504,6,
4108183925,20180503,20200731,3,20171231
1278524681,99991231,20200731,5,
1278524681,20060214,20200731,2,
1248111097,99991231,20150630,6,
1248111097,20150629,20200731,3,20150515
5058119134,99991231,20200428,5,
5058119134,20200427,20200731,2,
1198163948,99991231,20200731,6,
1198163948,20080427,20200731,3,20031120
1148145358,99991231,20200731,6,
1148145358,20120502,20200731,3,20110630
1148145358,20120206,20200731,5,
1148145358,20111101,20200731,2,
1148145358,20101206,20200731,6,
1148145358,20060525,20200731,3,20041231
3128125669,99991231,20200731,6,
3128125669,20131027,20200731,3,20080320
2118701288,99991231,20200731,6,
2118701288,20131027,20200731,3,20080829
1278140010,99991231,20200731,6,
1278140010,20131027,20200731,3,20000724
6168143744,99991231,20200731,6,
6168143744,20070429,20200731,3,20060630
3058166041,99991231,20200731,6,
3058166041,20080218,20200731,3,20060414
6158100776,99991231,20190405,6,
6158100776,20190404,20200731,3,20170719
2038163205,99991231,20200731,6,
2038163205,20131027,20200731,3,19970930
6228106574,99991231,20200731,6,
6228106574,20060323,20200731,3,19940810
1018161162,99991231,20160203,5,
1018161162,20160202,20200731,2,
6108138791,99991231,20130906,5,
6108138791,20130905,20200731,2,
6108138791,20130609,20130206,5,
6108138791,20130205,20200731,2,
3028111775,99991231,20200731,6,
3028111775,20131027,20200731,3,20050630
1058196606,99991231,20140407,6,
1058196606,20140406,20200731,3,20091231
2208605729,99991231,20200731,6,
2208605729,20060517,20200731,3,20051103
2208605729,20051124,20200731,2,
1198170944,99991231,20210414,5,
1198170944,20210413,20201006,2,
1198161294,99991231,20200731,6,
1198161294,20080103,20200731,3,20070930
2158648027,99991231,20200731,6,
2158648027,20131027,20200731,3,20100331
1208142905,99991231,20200312,5,
1208142905,20200311,20200731,2,
6218141675,99991231,20200609,6,
6218141675,20200608,20200731,3,20200313
1308105606,99991231,20220413,6,
1308105606,20220412,20220410,3,20220410
2198115334,99991231,20200731,6,
2198115334,20131027,20200731,3,20100414
2048181813,99991231,20200731,6,
2048181813,20061129,20200731,3,20031215
6098145647,99991231,20200731,6,
6098145647,20100913,20200731,3,20100727
1318145673,99991231,20200731,6,
1318145673,20060822,20200731,3,20041231
2118610039,99991231,20200731,6,
2118610039,20131027,20200731,3,19950816
1068609792,99991231,20200731,6,
1068609792,20131027,20200731,3,20020501
1148143097,99991231,20200731,6,
1148143097,20131027,20200731,3,20021231
1238155433,99991231,20150119,6,
1238155433,20150118,20200731,3,20130331
1238155433,20141207,20200731,6,
1238155433,20060702,20200731,3,20051231
3028104478,99991231,20200731,5,
3028104478,20090202,20200731,2,
1378125976,99991231,20200731,6,
1378125976,20090720,20200731,3,20090630
6178103406,99991231,20220112,6,
6178103406,20220111,20211202,3,20211202
2208181469,99991231,20200731,5,
2208181469,20100817,20200731,2,
2248113736,99991231,20130206,6,
2248113736,20130205,20130111,3,20021231
1068190833,99991231,20190325,6,
1068190833,20190324,20200731,3,20041231
2208144334,99991231,20150911,6,
2208144334,20150910,20150406,3,20150309
2208144334,20150405,20200731,6,
2208144334,20101012,20200731,3,20100331
2248100060,99991231,20200612,5,
2248100060,20200611,20200608,2,
2248100060,20200607,20200604,5,
2248100060,20200603,20200731,2,
1248161146,99991231,20200731,6,
1248161146,20131027,20200731,3,20091130
3128146475,99991231,20200731,6,
3128146475,20131027,20200731,3,20030731
1108164692,99991231,20170310,6,
1108164692,20170309,20170113,3,20161231
1108164692,20170112,20131010,5,
1108164692,20131009,20200731,2,
6168103946,99991231,20200731,5,
6168103946,20131027,20200731,2,
3148157075,99991231,20151208,6,
3148157075,20151207,20200731,3,20150831
1078178905,99991231,20131209,6,
1078178905,20131208,20131114,3,20131011
1078178905,20131113,20200731,6,
1078178905,20101031,20200731,3,20090930
1088160131,99991231,20200731,6,
1088160131,20060214,20200731,3,20030930
1368120212,99991231,20200731,5,
1368120212,20131027,20200731,2,
1108147825,99991231,20220706,6,
1108147825,20220705,20200731,3,20200323
1108147825,20200820,20200731,6,
1108147825,20120802,20200731,3,20120531
6138124578,99991231,20200731,6,
6138124578,20100913,20200731,3,20091231
2118647268,99991231,20200731,6,
2118647268,20131027,20200731,3,20040630
1078618595,99991231,20191021,5,
1078618595,20191020,20200731,2,
1248614518,99991231,20210708,5,
1248614518,20210707,20200910,2,
1168165549,99991231,20200731,6,
1168165549,20100401,20200731,3,20090930
4108105287,99991231,20190325,6,
4108105287,20190324,20200731,3,20161231
2298106472,99991231,20200731,5,
2298106472,20131027,20200731,2,
1238185349,99991231,20200731,6,
1238185349,20131027,20200731,3,20020630
2158175927,99991231,20200731,5,
2158175927,20111130,20200731,2,
1098152099,99991231,20200731,6,
1098152099,20100314,20200731,3,20021030
4018120964,99991231,20190605,5,
4018120964,20190604,20190530,2,
6058130730,99991231,20200731,6,
6058130730,20131027,20200731,3,20070625
1138161772,99991231,20200731,6,
1138161772,20131027,20200731,3,20020715
1348190560,99991231,20200731,6,
1348190560,20131027,20200731,3,20030531
3148128094,99991231,20200731,6,
3148128094,20131027,20200731,3,20030831
1058166683,99991231,20200731,5,
1058166683,20060711,20200731,2,
2118604328,99991231,20200731,5,
2118604328,20131027,20200731,2,
2118604328,20100315,20200731,5,
2118604328,20100302,20200731,2,
1178141948,99991231,20200731,6,
1178141948,20060525,20200731,3,20051219
4108181437,99991231,20200731,5,
4108181437,20090617,20200731,2,
3168102237,99991231,20200731,6,
3168102237,20111101,20200731,3,20100305
3168102237,20110803,20200731,6,20091223
3168102237,20110729,20200731,3,20091211
4108150332,99991231,20200731,6,
4108150332,20090119,20200731,3,20070927
4108150332,20071003,20200731,6,
4108150332,20070711,20200731,3,20070629
5068144994,99991231,20200731,6,
5068144994,20090930,20200731,3,20050826
1248155741,99991231,20200731,6,
5068139429,99991231,20200731,6,
5068139429,20100607,20200731,3,20080930
1208123121,99991231,20210408,5,
1208123121,20210407,20210315,2,
1238157576,99991231,20200731,5,
1238157576,20131027,20200731,2,
4118136838,99991231,20200731,6,
4118136838,20091130,20200731,3,20090924
3128145063,99991231,20200731,6,
3128145063,20100503,20200731,3,20010831
6088146546,99991231,20200731,6,
6088146546,20080728,20200731,3,20061231
6088146546,20080427,20200731,2,
2108130717,99991231,20200731,6,
2108130717,20131027,20200731,3,20011231
6098149930,99991231,20211214,2,
4108147287,99991231,20200731,5,
4108147287,20100913,20200731,2,
4128117509,99991231,20211102,5,
4128117509,20211101,20201109,2,
4128117509,20201108,20200608,5,
4128117509,20200607,20200108,2,
1268149721,99991231,20200731,6,
1268149721,20131027,20200731,3,20020625
1048156538,99991231,20200731,6,
1048156538,20131027,20200731,3,20020331
2258113078,99991231,20200731,5,
2258113078,20070404,20200731,2,
1358140480,99991231,20200731,6,
1358140480,20101122,20200731,3,20081231
1198129237,99991231,20140616,6,
1198129237,20140615,20200731,3,20110918
1198129237,20140519,20200731,6,
1198129237,20091207,20200731,3,20011231
2158191252,99991231,20121203,6,20121129
2158191252,20121202,20121202,3,20121105
2158191252,20121201,20200731,6,20121005
2158191252,20121128,20200731,3,20051231
1028133223,99991231,20200731,6,
1028133223,20131027,20200731,3,20020630
6168133080,99991231,20200731,6,
6168133080,20131027,20200731,3,20091211
2208148228,99991231,20131114,6,
2208148228,20131113,20200731,3,20101231
5148123103,99991231,20200731,5,
5148123103,20131027,20200731,2,
4098157242,99991231,20210503,5,
4098157242,20210502,20210331,2,
4098157242,20210330,20200110,5,
4098157242,20200109,20200731,2,
5068149534,99991231,20200731,6,
5068149534,20071107,20200731,3,20070928
3148152411,99991231,20200731,6,
3148152411,20131027,20200731,3,20020814
1378123599,99991231,20200731,6,
1378123599,20131027,20200731,3,19941125
6058161102,99991231,20150430,5,
6058161102,20150429,20150119,2,
4028129099,99991231,20200731,6,
4028129099,20080710,20200731,3,20080627
3148151668,99991231,20200731,6,
3148151668,20131027,20200731,3,20030313
1328134558,99991231,20131028,5,
1328134558,20131027,20200731,2,
2128153472,99991231,20200731,6,
2128153472,20060926,20200731,3,20060110
3058121423,99991231,20200731,5,
3058121423,20070207,20200731,2,
1328109893,99991231,20200731,5,
1328109893,20100913,20200731,2,
6158124900,99991231,20200731,5,
6158124900,20081012,20200731,2,
2148670322,99991231,20200731,6,
2148670322,20131027,20200731,3,20030905
2148678246,99991231,20190325,6,
2148678246,20190324,20200731,3,20170925
2148678246,20171221,20130708,6,
2148678246,20130707,20130510,3,20110630
1358145729,99991231,20200731,5,
1358145729,20070501,20200731,2,
2208127198,99991231,20200731,5,
2208127198,20090108,20200731,2,
2158173628,99991231,20220822,6,
2158173628,20220821,20200731,3,20190630
1278171658,99991231,20200731,6,
1278171658,20050801,20200731,3,20011231
4178100473,99991231,20200731,6,
4178100473,20090730,20200731,3,20080827
1398131737,99991231,20200731,6,
1398131737,20080221,20200731,3,20031231
1248680186,99991231,20200731,6,
1248680186,20131027,20200731,3,20090630
6078143925,99991231,20200731,5,
6078143925,20091207,20200731,2,
1368114613,99991231,20200731,5,
1368114613,20120802,20200731,2,
1188120820,99991231,20200731,6,
1188120820,20060205,20200731,3,20040731
1058662343,99991231,20200731,6,
1058662343,20091123,20200731,3,20090924
2238100728,99991231,20200731,6,
2238100728,20070626,20200731,3,20070531
2068128129,99991231,20220413,6,
2068128129,20220412,20211130,3,20211130
1378149658,99991231,20200731,6,
1378149658,20131027,20200731,3,20081022
2068120622,99991231,20200731,6,
2068120622,20131027,20200731,3,20020411
1058656180,99991231,20200731,5,
1058656180,20131027,20200731,2,
1338127609,99991231,20200731,6,
1338127609,20051124,20200731,3,19960722
3108103577,99991231,20200731,5,
3108103577,20131027,20200731,2,
1378137002,99991231,20130111,6,
1378137002,20130110,20121211,3,20120930
1388109931,99991231,20200731,6,
1388109931,20060525,20200731,3,19951231
3058151077,99991231,20200731,6,
3058151077,20131027,20200731,3,20070501
1078635236,99991231,20200731,6,
1078635236,20090518,20200731,3,20071231
1068118879,99991231,20180918,5,
1068118879,20180917,20200731,2,
2148646195,99991231,20151207,6,
2148646195,20151206,20200731,3,20140630
1278162329,99991231,20200731,6,
1278162329,20131027,20200731,3,20080630
2148651650,99991231,20200731,6,
2148651650,20131027,20200731,3,20000331
1288179309,99991231,20130111,5,
1288179309,20130110,20200731,2,
2118645144,99991231,20200731,6,
2118645144,20131027,20200731,3,20110211
1108149901,99991231,20200731,6,
1108149901,20131027,20200731,3,20060930
1138188451,99991231,20200731,6,
1138188451,20131027,20200731,3,20060228
2068186323,99991231,20200731,6,
2068186323,20100112,20200731,3,20090917
2068186323,20090930,20200731,6,
2068186323,20061010,20200731,5,
2068186323,20060517,20200731,2,
2208674551,99991231,20200731,6,
2208674551,20080221,20200731,3,20040119
2148625486,99991231,20140801,6,
2148625486,20140731,20200731,3,20120719
1268169921,99991231,20210318,5,
1268169921,20210317,20210208,2,
1238187162,99991231,20131010,6,
1238187162,20131009,20200731,3,20081031
3058148174,99991231,20191101,6,
3058148174,20191031,20200731,3,20190708
2148624056,99991231,20201229,6,
2148624056,20201228,20200731,3,20191231
1338124882,99991231,20200731,6,
1338124882,20131027,20200731,3,19960710
6128111347,99991231,20180712,6,
6128111347,20180711,20200731,3,20180331
6098120326,99991231,20141027,5,
6098120326,20141026,20200731,2,
1258135340,99991231,20200731,5,
1258135340,20131027,20200731,2,
6058139444,99991231,20200731,6,
6058139444,20131027,20200731,3,20080331
3078117599,99991231,20161125,6,
3078117599,20161124,20200731,3,20140730
1348176461,99991231,20220103,5,
1348176461,20220102,20200731,2,
1208661154,99991231,20200731,6,20110221
1208661154,20110222,20200731,3,20091231
2238106552,99991231,20200731,5,
2238106552,20080110,20200731,2,
6068159180,99991231,20200731,5,
2148624911,99991231,20200731,6,
2148624911,20131027,20200731,3,20091031
5038157694,99991231,20200731,6,
5038157694,20080221,20200731,3,20040503
3138115470,99991231,20200731,5,
6158130061,99991231,20190129,6,
6158130061,20190128,20200731,3,20190110
3148134164,99991231,20130206,6,
3148134164,20130205,20200731,3,20120619
5038106536,99991231,20200706,5,
5038106536,20200705,20200731,2,
5038106536,20200628,20190705,5,
5038106536,20190704,20200731,2,
1108139344,99991231,20200731,6,
1108139344,20131027,20200731,3,20020704
5148134444,99991231,20200731,5,
5148134444,20070614,20200731,2,
2148690099,99991231,20200731,5,
2148690099,20100720,20200731,2,
2118703011,99991231,20200731,6,
2118703011,20131027,20200731,3,20020331
2068180289,99991231,20200731,5,
2068180289,20131027,20200731,2,
2228109973,99991231,20200731,6,
2228109973,20060731,20200731,3,20060228
5158121618,99991231,20200731,6,
5158121618,20131027,20200731,3,20070615
1318163744,99991231,20200602,5,
1318163744,20200601,20200731,2,
6108168368,99991231,20200731,6,
6108168368,20080427,20200731,3,20031231
1298157934,99991231,20201110,5,
1298157934,20201109,20201008,2,
2018147835,99991231,20200731,5,
2018147835,20131027,20200731,2,
4108165553,99991231,20200731,6,
4108165553,20120802,20200731,3,20111124
4108165553,20120206,20200731,6,
4108165553,20100407,20200731,3,20091231
2188121376,99991231,20200731,6,
2188121376,20070213,20200731,3,20031031
1078179957,99991231,20150527,6,
1078179957,20150526,20200731,3,20121231
1078179957,20150521,20131028,5,
1078179957,20131027,20200731,2,
1078179957,20110918,20200731,5,
1078179957,20110307,20200731,2,
1078179957,20101122,20200731,6,
1078179957,20051124,20200731,3,20031231
2118693234,99991231,20200731,6,
2118693234,20090512,20200731,3,19961231
2128110814,99991231,20191226,6,
2128110814,20191225,20191122,3,20190630
2128110814,20191121,20140708,6,
2128110814,20140707,20200731,3,20101231
2128110814,20140608,20200731,6,
2128110814,20100314,20200731,3,20040205
5058132398,99991231,20171222,5,
5058132398,20171221,20200731,2,
2018170578,99991231,20200731,6,
2018170578,20081012,20200731,3,20060630
2018170578,20070213,20200731,2,
1358159150,99991231,20140110,5,
1358159150,20140109,20200731,2,
3108121518,99991231,20200731,6,
3108121518,20060501,20200731,3,20050731
2208626156,99991231,20150909,6,
2208626156,20150908,20150731,3,20150531
6118109299,99991231,20200731,5,
6118109299,20070301,20200731,2,
1258142837,99991231,20200731,6,
1258142837,20131027,20200731,3,20061010
1268118723,99991231,20200731,6,
2208170996,99991231,20200731,6,
2208170996,20080728,20200731,3,20050930
2208170996,20060214,20200731,5,
2208170996,20051124,20200731,2,
2298123087,99991231,20141105,6,
2298123087,20141104,20200731,3,20110331
2298123087,20141007,20200731,2,
2158622051,99991231,20130510,5,
2158622051,20130509,20200731,2,
1348192608,99991231,20200731,5,
1348192608,20051124,20200731,2,
3028102669,99991231,20200731,6,
3028102669,20070524,20200731,3,20070430
2148656204,99991231,20200731,6,
2148656204,20081012,20200731,3,20020331
1298150566,99991231,20171222,6,
1298150566,20171221,20200731,3,20110330
3148140050,99991231,20200731,6,
3148140050,20080422,20200731,3,20030228
2118654871,99991231,20200731,6,
2118654871,20050801,20200731,3,20030630
1358152201,99991231,20200731,6,
1358152201,20131027,20200731,3,20090930
2148706259,99991231,20200731,6,
2148706259,20131027,20200731,3,20100430
1048122402,99991231,20200731,5,
1148605410,99991231,20140728,6,
1148605410,20140727,20200731,3,20121231
2158186759,99991231,20200731,6,
2158186759,20070124,20200731,3,20030430
1098110876,99991231,20210712,5,
1098110876,20210711,20210322,2,
1098110876,20210321,20210315,5,
1098110876,20210314,20200731,2,
6168131516,99991231,20150127,5,
6168131516,20150126,20200731,2,
6058149734,99991231,20200731,6,
6058149734,20131027,20200731,3,20021218
3058133744,99991231,20200731,5,
3058133744,20100809,20200731,2,
1208145479,99991231,20200731,6,
1208145479,20080427,20200731,3,20061231
2298111053,99991231,20200731,6,
2298111053,20131027,20200731,3,19950201
4098142695,99991231,20220222,5,
4098142695,20220221,20211005,2,
4098142695,20211004,20210811,6,
4098142695,20210810,20210509,3,20210509
2048183000,99991231,20200731,6,
2048183000,20131027,20200731,3,20041031
1208139282,99991231,20190424,5,
1208139282,20190423,20200731,2,
2118721800,99991231,20200731,6,
2118721800,20131027,20200731,3,20051223
3158104227,99991231,20200731,6,
3158104227,20131027,20200731,3,19941001
2208160936,99991231,20220204,6,
2208160936,20220203,20220128,3,20220128
2118693141,99991231,20200731,5,
2118693141,20100720,20200731,2,
2118693141,20100224,20200731,5,
2118693141,20100114,20200731,2,
1208641347,99991231,20220603,5,
1208641347,20220602,20211025,2,
1208641347,20211024,20211012,5,
1208641347,20211011,20210315,2,
1208641347,20210314,20151029,5,
1208641347,20151028,20200731,2,
5058127920,99991231,20200731,6,
5058127920,20110515,20200731,3,20080804
2148710980,99991231,20200731,6,
2148710980,20131027,20200731,3,20020831
1218124439,99991231,20200731,6,
1218124439,20131027,20200731,3,20031028
2248118779,99991231,20200731,6,
2248118779,20080602,20200731,3,20020530
2108142718,99991231,20200731,6,
5058103189,99991231,20180413,6,
5058103189,20180412,20180323,3,20180315
1058622638,99991231,20200731,5,
1058622638,20080728,20200731,2,
6078162276,99991231,20200731,6,
6078162276,20080616,20200731,3,20060430
5058137336,99991231,20200731,6,
5058137336,20070718,20200731,3,20040908
5118111364,99991231,20200731,6,
5118111364,20051124,20200731,3,20020801
3058164136,99991231,20200731,6,
3058164136,20131027,20200731,3,20061225
2068182837,99991231,20200731,5,
2068182837,20131027,20200731,2,
1198151326,99991231,20200731,6,
1198151326,20111130,20200731,3,20040131
1198132770,99991231,20200731,6,
1198132770,20070813,20200731,3,20021227
5068141997,99991231,20200731,6,
5068141997,20091207,20200731,3,20071025
5098101427,99991231,20200731,6,
5098101427,20131027,20200731,3,20110908
6028100620,99991231,20200731,6,
6028100620,20131027,20200731,3,20020527
1278136985,99991231,20140814,6,
1278136985,20140813,20200731,3,20121015
1248118218,99991231,20190103,5,
1248118218,20190102,20200731,2,
1108151289,99991231,20200731,6,
1108151289,20100302,20200731,3,20091231
5148109493,99991231,20131028,6,
5148109493,20131027,20130729,3,20130725
1268102823,99991231,20200731,6,
1268102823,20120604,20200731,3,20081231
6078161336,99991231,20140217,5,
6078161336,20140216,20200731,2,
2208170088,99991231,20200731,6,
2208170088,20111101,20200731,3,20021231
4168135339,99991231,20150209,6,
4168135339,20150208,20200731,3,20111114
1378138199,99991231,20200731,6,
1378138199,20111101,20200731,3,20061129
6098146194,99991231,20210525,6,
6098146194,20210524,20201231,3,20201231
5068136344,99991231,20200731,6,
5068136344,20060723,20200731,3,20060622
1078159330,99991231,20200731,5,
1078159330,20131027,20200731,2,
1398111920,99991231,20200731,6,
1398111920,20131027,20200731,3,20070731
3018153715,99991231,20140108,5,
3018153715,20140107,20200731,2,
3018153715,20131209,20131114,5,
3018153715,20131113,20200731,2,
