BIZ_NO,CMP_PFIX_NM,CMP_NM,CMP_SFIX_NM,CMP_ENM,BZ_TYP,CMP_SCL,PBCO_GB,PSN_CORP_GB,HDOF_BR_GB,FR_IVST_CORP_YN,VENT_YN,LIST_CD,IND_CD_ORDR,IND_CD1,IND_CD2,IND_CD3,PB_ORG_TYP,MDSCO_PRTC_YN,HDOF_CMP_CD,ESTB_DATE,ESTB_GB,LIST_DATE,MN_BIZ_CONT,NATN_NM,HOMEPAGE_URL,CEO_NM,EMP_CNT
1278160559,,대신파워텍,(주),"DAE SHIN POWER TEC CO.,LTD",M,2,2,1,1,N,N,,10,28123,,,0,N,,19940801,01,,전기기기 및 부품  제조,,www.gooddaesin.co.kr,김춘원,9
1268155562,(주),현우인터내셔날,,"Hyunwoo International Co.,Ltd.",M,2,2,1,1,N,N,,10,14112,,,0,N,,20010706,01,,의류 도.소매업,,www.leshopkorea.co.kr,김현정,48
1348174901,,금아건설,(주),"Keum-a Construction co,Inc",M,2,2,1,1,N,N,,10,41120,,,0,N,,20011022,01,,건축공사,,,김소용,3
3018157351,(자),지형공간정보,,G Hyeong Space Information,M,2,2,1,1,N,N,,10,72921,,,0,N,,20010821,02,,엔지니어링,,www.yescall.com/pkk1890,박경규,2
2148623552,(주),골든캐슬,,"GOLDEN CASTLE CO.,LTD.",M,2,2,1,1,N,N,,10,75121,,,0,N,,19980523,01,,청소용역,,www.gcastle.co.kr,조인호,4
2158171746,,성남아트,(주),SUNG NAM ART,M,2,2,1,1,N,N,,10,42412,,,0,N,,19981001,01,,실내건축공사,,,이공재,106
3078114291,(주),아세아산업,,"Asia Industry Co., Ltd.",M,2,2,1,1,N,N,,10,23325,,,0,N,,19990930,01,,철근콘크리트관(VR관 외),,www.asiasan.co.kr,김광범,24
4028129371,(주),대산통신,,"Daesan Telecom Co., Ltd.",M,2,2,1,1,N,N,,10,42320,,,0,N,,19991117,01,,정보통신공사,,,정광태,7
5158115284,,원텍,(주),"WON TECH Co.,Ltd",M,2,2,1,1,N,Y,A216280,10,27199,,,0,N,,19990619,01,20150429,"레이저, 의료장비",,www.wtlaser.com,김정현외 1명,173
1198129810,,국일메카트로닉스,(주),"KUKIL MECHATRONICS CO.,LTD.",M,2,2,1,1,N,N,,10,27219,,,0,N,,19990205,01,,정밀 측정 및 검사기기 제조,,www.kukilmecha.co.kr,이운경,50
1248170475,(주),엔젤에어,,Angel Air,M,2,2,1,1,N,N,,10,29170,,,0,N,,20000303,01,,"냉각, 공기조화, 여과, 증류 및 가스발생기 제조업",,www.angelair.co.kr,배선경,5
2208158880,(주),태경건설,,"TAEKYUNG Co., Ltd.",M,2,2,1,1,N,N,,10,42100,,,0,N,,19990218,01,,"토공사, 철근콘크리트공사, 상하수도설비공사, 철거공사 외",,-,강경숙,31
6158128911,(주),온일포밍아트,,ONEEL FORMING ART CO. LTD.,M,2,2,1,1,N,N,,10,30391,,,0,N,,20021010,01,,자동차 차체용 부품 제조업,,,강성재,20
1088117861,,소프트캠프,(주),"Soft Camp Co., Ltd.",M,2,2,1,1,N,Y,A210610,10,58221,,,0,N,,19990715,01,20141218,소프트웨어 개발업,,www.softcamp.co.kr,김유훈,123
1248123481,,동창기계,(주),"DONG CHANG MACHINERY Co., Ltd.",M,2,2,1,1,N,N,,10,29280,,,0,N,,19940413,01,,산업용로봇 및 자동화기계,,www. dongchangfa.com,연창수,9
1198144882,(주),세양강업,,"Seyang Steel Co., Ltd.",M,2,2,1,1,N,N,,10,46721,,,0,N,,20010202,01,,"강관류(배관용,구조용,압력배관용 외)",,www.seyangsteel.com,양정현,0
4098125605,(주),대성건재,,"Daesung Gunje Co.,Ltd.",M,2,2,1,1,N,N,,10,46699,,,0,N,,19901101,01,,자기타일 도매업,,,황호준,6
1318157387,(주),프렉코,,"PREXCO Co., Ltd.",M,2,2,1,1,N,N,,10,28519,,,0,N,,20000719,01,20140411,"휴대폰 힌지, 케이스, 공기청정제습기",,www.prexco.co.kr,지춘근,47
6158108685,(주),한국타이어밀양판매,,"Korea Tire Milyang Sales Co., Ltd.",M,2,2,1,1,N,N,,10,45211,,,0,N,,19990107,01,,자동차 타이어 및 튜브 판매업,,,박희해,3
1398502583,,동광기연,(주),"Dong Kwang Tech. Co., Ltd._Inchon Factory",M,2,2,1,2,N,N,,10,30320,,,0,N,1891781,19661022,01,,자동차내장재제조업,,,김경호,149
6048132415,,케이디건설,(주),"KD Construction Co.,Ltd.",M,2,2,1,1,N,N,,10,41120,,,0,N,,19960821,01,,건축공사,,,안재형,7
4168109791,(주),창해,,"CHANGHEA CONSTRUCTION.CO.,LTD",M,2,2,1,1,N,N,,10,42121,42134,,0,N,,19941013,01,,"토공사, 포장공사, 석공사",,,김무경,24
5128109293,,현도지앤씨,(주),"HYUNDO GNC CO.,LTD.",M,2,2,1,1,N,N,,10,42132,,,0,N,,20020718,01,,토목시설 공사업,,,박준형,15
6068174537,(주),아이씨이,,"ICE Co, Ltd",M,2,2,1,1,N,N,,10,29299,,,0,N,,20020514,01,,"1)자동차 도장용 건조기 2)전자파 변환체 3)선박, 자동차부품 도장",,www.iceco.co.kr,조극래,14
6098144105,,한성아이엘에스,(주),"HANSUNG ILS CO.,LTD",M,2,2,1,1,N,N,,10,31311,,,0,N,,20000920,01,,종합 군수지원(ILS: Integrated Logistic Support)요소 개발,,www.hsils.co.kr,정우영,144
1098124026,,서영주류판매,(주),"SEOYOUNG CO.,LTD.",M,2,2,1,1,N,N,,10,46331,,,0,N,,19900410,01,,주류도매업,,www.seryoung.com,오장환외 1명,54
2128147024,(주),아미시스,,AMISYS,M,2,2,1,1,N,N,,10,58222,,,0,N,,20000501,01,,생산계획 시스템 구축 외,,www.amisys.co.kr,이충식,12
5138131901,(주),대림이앤씨,,DARRIM FIRE SAFETY ENGINEERING,M,2,2,1,1,N,N,,10,42204,,,0,N,,20031217,01,,소방시설공사,,daerimfire.co.kr,강남구,38
1218113500,,대신철강,(주),"Daeshin Recycling Co.,Ltd.",M,2,2,1,1,N,N,,10,38312,,,0,N,,19880401,01,,고철납품업,,www.daeshin-recycling.co.kr,강창규,3
6168129553,,신한종합건설,(주),"Shinhan General Construction Co., Ltd.",M,2,2,1,1,N,N,,10,41220,,,0,N,,20000609,01,,토목시설물 건설업,,,오영수,17
6228119967,,대림기공,(주),"Daelim Engineering & Construction Co., Ltd.",M,2,2,1,1,N,N,,10,25110,,,0,N,,19980202,01,,금속조립구조재 제조업,,www.dlform.co.kr,양태인,12
2208119913,(주),지오인터내셔널,,ZIO International Inc.,M,2,2,1,1,N,N,,10,42400,,,0,N,,19921212,01,,"목재인테리어제품, 실내건축공사",,www.ziointl.net,박군희,46
5138116953,(주),숭원산업,,"Soongwon Industrial Co.,Ltd.",M,2,2,1,1,N,N,,10,13224,,,0,N,,20000101,01,,화섬직물 제조 및 판매업,,,김찬규,21
1068611793,(주),엘케이지,,LKG,M,2,2,1,1,N,N,,10,46510,,,0,N,,20020422,01,,테이프 및 전산소모품 도소매업,,www.humid.co.kr / www.lkg.co.kr,임원식,15
2018149041,,한국전산홈,(주),"KOREA COMPUTER FORM CO.,LTD.",M,2,2,1,1,N,N,,10,17901,,,0,N,,19790720,01,,"제조, 전산용지인쇄, 정보처리업",,www.kcform.co.kr,김후섭,72
6088119656,(주),스타대구고속관광,,Star daegu travel service co.,M,2,2,1,1,N,N,,10,49232,,,0,N,,19940427,01,,전세버스 운송,,,이규석,46
5048131789,,팔공건설,(주),"Palgong Construction Co, Ltd",M,2,2,1,1,N,N,,10,41112,,,0,N,,19991203,01,,토목건축공사업,,www.80palgong.com,이우덕외  1명,20
1098147714,,삼기산업,(주),"SAMKI  INDUSTRY CO.,LTD",M,2,2,1,1,N,N,,10,25122,,,0,N,,19960816,01,,"플랜트 설비, 저장용기 제작 및 시공",,,육기량,3
5048116395,(주),벡트론,,"Vactron Co.,Ltd.",M,2,2,1,1,N,N,,10,29271,,,0,N,,19940607,01,,가속기 부품 진공증착기 진공함 거울조정장치등,,www.vactron.co.kr,양성선,13
6038133726,,경진수산,(주),"Gyeongjin Fisheries Co., Ltd.",M,2,2,1,1,N,N,,10,03112,,,0,N,,19971124,01,,연근해 수산업,,,최영제,3
1168171212,(주),바이소프트,,Buysoft Inc.,M,2,2,1,1,Y,N,,10,46510,,,0,N,,19990112,01,,소프트웨어,스위스,www.buysoft.co.kr,황상범,12
1058159746,(주),케이앤씨체인본부,,KNC Chain Center,M,2,2,1,1,N,N,,10,46331,,,0,N,,19880317,01,,연쇄화 사업,,,이승진,1
5048126248,(주),정성섬유,,"Jungsung Textile Co, Ltd",M,2,2,1,1,N,N,,10,13213,,,0,N,,19980227,01,,화학섬유직물 직조업,,,권운용,10
6218509523,(주),대성기술단,,"DAESEONG TECHNOLOGYCO.,LTD.",M,2,2,1,2,N,N,,10,96990,,,0,N,1979148,19981216,01,,서비스,,www.dsteng.com,이영형,30
6218132875,,철인종합건설,(주),"Cheolin General Construction Co., Ltd.",M,2,2,1,1,N,N,,10,41100,,,0,N,,19990113,01,,건축토.공사/임대-건설업,,,이재윤,23
1238161949,(주),세광하이테크,,"SEKWANG HITECH CO.,LTD.",M,2,2,1,1,N,N,,10,26422,,,0,N,,19940912,01,,"그외 기타 산업용 중간재 도매업,산업용테이프 및 접착제 판매",,www.sk-hitech.co.kr,정학섭,34
1298152109,,아래스,(주),RS S&M CORP,M,2,2,1,1,N,N,,10,46590,,,0,N,,20020617,01,,반도체 설비 공사,,www.rs-snm.com,박래성,12
1018154206,(주),드림미즈,,"dreammiz Co., Ltd.",M,2,2,1,1,N,N,,10,63991,,,0,N,,20000301,01,,"온라인정보제공, 출판, 비디오제작, 비디오, 도서 도매",,www.dreammiz.com,천선아,17
1208141532,(주),제이앤에프상사,,"J & F Sangsa Co.,Ltd.",M,2,2,1,1,N,N,,10,56190,,,0,N,,19940823,01,,단체급식 위탁,,www.jfoodbank.com,조남수,92
3038135203,,한국특수소재,(주),"Korea Special Products Co.,Ltd.",M,2,2,1,1,Y,N,,10,22251,,,0,N,,20030101,01,,연성프라스틱 압출 발포제품 제조 및 판매,일본,www.kospa.co.kr,오이카와야수오외  1명,40
1268145521,(주),해우촌,,"Haewoochon co,.Ltd.",M,2,2,1,1,N,N,,10,10799,,,0,N,,20000519,01,,조미김가공,,www.haewoochon.co.kr,김승희,28
1078620640,(주),델타금속,,"Delta Metal Co., Ltd.",M,2,2,1,1,N,N,,10,46720,,,0,N,,20020628,01,,알루미늄,,,손정호,3
6188106221,(주),해운대그랜드,,"Haeundae Grand Co., Ltd.",M,2,2,1,1,N,N,,10,55101,,,0,N,,19880101,01,,관광호텔 및 동부대사업운영,,www.haeundaegrandhotel.com,손련화,180
2118403984,,루돌프테크놀로지(주)한국,,Rudolph Technologies Korea,M,2,2,1,1,N,N,,10,46539,72129,,0,N,,19960507,01,,반도체장비,,www.rudolphtech.com,김흥산외  1명,24
6038155507,(주),오글랜드시스템코리아,,"OGLAEND SYSTEM KOREA CO.,LTD",M,2,2,1,1,Y,N,,10,46594,,,0,N,,20040127,01,,"선박용 부분품 제조, 도매",노르웨이,www.oglaend-system.com,이정호,19
1278119730,,동신기계공업,(주),"Dongshin Machine Co.,Ltd",M,2,2,1,1,N,N,,10,29260,,,0,N,,19920430,01,,섬유가공기계 제작  제조,,,박기형,4
2158137511,,국일종합관리,(주),"GUGIL COMPREHENSIVE MANAGEMENT CO., LTD.",M,2,2,1,1,N,N,,10,75310,,,0,N,,19770527,01,,"경비, 청소용역, 소프트웨어 외",,www.gugil.co.kr,이길배,177
4078106747,(주),영풍세라믹,,"YOUNGRONG CERAMIC CO.,LTD.",M,2,2,1,1,N,N,,10,23231,,,0,N,,19990422,01,,점토벽돌  블록 및 유사 비내화 요업제품 제조업,,www.ypceramics.co.kr,김중호,5
1028143212,,아쎈다스코리아,(주),ASCENDAS KOREA INC.,M,2,2,1,1,Y,N,,10,68112,,,0,N,,20040518,01,,"경영상담,사업중개,부동산임대",싱가포르,,추아치분,5
1378120438,(주),포인트엔지니어링,,"POINT ENGINEERING Co., Ltd.",M,2,2,1,1,N,N,A176560,10,26121,,,0,N,,19980612,01,20170814,"서셉터(Susceptor), 디퓨저(Diffuser), 셰도우프레임(Shadow Frame)",,www.pointeng.co.kr,안범모,252
3058121501,(주),미도산업,,"Mido Industry co.,Ltd.",M,2,2,1,1,N,N,,10,74100,,,0,N,,19941223,01,,"청소용역, 경비용역 외",,,송민선,9
1198131150,(주),그린모드,,GREEN MODE,M,2,2,1,1,N,N,,10,14190,,,0,N,,19990629,01,,의류(바지 외),,,이수희,40
5158119183,,갓바위워터피아온천,(주),"Gatbawi Waterpia Spa Co., Ltd.",M,2,2,1,1,N,N,,10,96121,,,0,N,,20011201,01,,욕탕업,,,마상국,9
1298117534,,피에스케이홀딩스,(주),"PSK Holdings Co., Ltd.",M,2,2,1,1,N,N,,10,29271,,,0,N,,19860224,01,,"반도체장비,부품,오파 제조 및 도매서비스",,www.pskholding.com,박경수,48
5148149457,(주),아이플레이,,"I Play Co.,Ltd.",M,2,2,1,1,N,N,,10,47911,,,0,N,,20030925,01,,다단계판매,,,이광수,14
6228114977,,원창포장공업,(주),"Wonchang Corrugated Packaging Co.,Ltd.",M,2,2,1,1,N,N,,10,17210,,,0,N,,19961010,01,,골판지 및 종이상자,,www.wonchang.co.kr,신필권외  1명,223
1198149534,(주),지오웍스,,geoworks.co.ltd,M,2,2,1,1,N,N,,10,42122,,,0,N,,20010807,01,,"토공사, 보링그라우팅공사 외",,www.geoworks.co.kr,김희수,29
3128158914,(주),천안스포렉스,,"Cheonan Sporex Co.,Ltd.",M,2,2,1,1,N,N,,10,91136,,,0,N,,20020223,01,,골프장 운영업,,www.taejosan.co.kr,김칠현,24
2118662240,(주),모노링크,,Monolink Inc.,M,2,2,1,1,N,N,,10,46322,,,0,N,,20000710,01,,기타 가공식품 도매업,,www.monolink.kr,허태영,165
6218156498,(주),리오엘리,,"Lioele Cosmetic Co., Ltd.",M,2,2,1,1,N,N,,10,20423,,,0,N,,20031030,01,,화장품,,lioele.com,문주성,14
5048142423,,대경텔레콤,(주),"Dae Kyung Telecom Co.,Ltd",M,2,2,1,1,N,N,,10,42320,,,0,N,,20011026,01,,"전기,전자 및 정보통신관련 서비스업",,,김경득,5
2068156872,,경복종합건설,(주),Gyeongbok General Construction,M,2,2,1,1,N,N,,10,41110,,,0,N,,20010404,01,,건축 공사업,,,이몽영,4
4038102337,(주),신성실크,,"New Star Silk Co., Ltd.",M,2,2,1,1,N,N,,10,13213,,,0,N,,19830611,01,,견직물 제조,,,한경수,23
2118609605,,에스알하우징,(주),"SR Housing Co.,Ltd.",M,2,2,1,1,N,N,,10,42412,,,0,N,,19950711,01,,실내건축공사 외,,www.srhg.co.kr,정수환,5
5028137996,(주),대성아이디,,"DAESUNG ID Co.,Ltd.",M,2,2,1,1,N,N,,10,42209,,,0,N,,19961206,01,,금속구조물/창호/온실공사,,www.dsid.co.kr,노주호,6
6098126655,,한국지케이엔,(주),GKN Driveline Korea Ltd.,M,2,2,1,1,Y,N,,10,30391,,,0,N,,19960801,01,,"구동축, 중간축 및 등속조인트를 조립, 생산, 판매 및 유통",영국,www.gknplc.com,네오춘키앗,7
1368103722,,경신수지공업,(주),"Kyung Shin Resin Industrial Co.,Ltd.",M,2,2,1,1,N,N,,10,22251,,,0,N,,19880101,01,,스치로폴 제조 및 판매업,,kyungshinsuji.co.kr,김경배,10
1298133529,(주),아쿠브,,"ACOUVE CO.,LTD.",M,2,2,1,1,N,N,,10,26520,,,0,N,,20000328,01,,"체감 음향(진동)시스템,3차원 입체음향에 의한 시설 및 관련 소프트등...",,www.acouve.com,김태균,3
2158610609,,비엠글로벌,(주),"BM Global Co.,Ltd.",M,2,2,1,1,N,N,,10,14199,,,0,N,,20010705,01,,"의류의 제조 및 판매, 무역, 수출입업",,www.bmglobal.co.kr,유병만,21
6128110824,,새한아스콘,(주),"Saehan Ascon Co., Ltd.",M,2,2,1,1,N,N,,10,23991,,,0,N,,20020301,01,,아스팔트제품 제조업,,,강종학,4
5068106762,(주),경성주택,,"KUNGSUNG HOUSING CO.,LTD.",M,2,2,1,1,N,N,,10,68121,,,0,N,,19890508,01,,주택신축판매,,,문충작,6
1208125769,(주),한국실리콘그래픽스,,Korea Silicon Graphics Inc.,M,2,2,1,1,N,N,,10,46510,,,0,N,,19891121,01,,"하드웨어 및 소프트웨어 수입 판매업, 무역업, 오파",,www.sgi.co.kr,김창훈,4
2158618917,(주),태림랜드,,"Taelim Land Co., Ltd.",M,2,2,1,1,N,N,,10,42138,,,0,N,,20011229,01,,"조경시설물 설치 공사, 조경식재 공사",,,전영상,16
3058162083,,경성약품,,Kyoungsung Pharm.,M,2,2,1,1,N,N,,10,21210,,,0,N,,20030327,01,,도매 및 상품 중개업,,,조애경,4
4088139580,,한유건설,(주),"HANYOU CONSTRUCTION Co., Ltd.",M,2,2,1,1,N,N,,10,42121,,,0,N,,20000331,01,,"토공사, 철근콘크리트공사",,,박건동,72
2138614647,,파이퍼베큠코리아,(유),PFEIFFER VACUUM KOREA,M,2,2,1,1,Y,N,,10,46539,,,0,N,,19951006,04,,반도체 장비,독일,www.pfeiffer-vacuum.com,정회식,19
1318153566,(주),이십일세기미트뱅크,,"21 CENTURY MEAT BANK CO.,LTD.",M,2,2,1,1,N,N,,10,10751,,,0,N,,20000119,01,,학교단체급식,,,김좌근,5
1258101011,(주),미래로건설,,Mirero,M,2,2,1,1,N,N,,10,55101,,,0,N,,19780323,01,,관광숙박업(호텔업),,,배두일,2
4118111410,(주),해동철강,,Haedong Steel,M,2,2,1,1,N,N,,10,46721,,,0,N,,19940616,01,,금속판  봉  관 및 유사 1차 금속제품 도매업,,,임채공,3
2148663520,(주),파인넥스,,"PineNex Co., Ltd",M,2,2,1,1,N,N,A123260,10,26121,,,0,N,,20000703,01,20111205,전광판용 불루엘이디 생산용 사파이어 개발 및 생산,,www.sapphiretek.com,김용석,22
5058136680,,동양토건,(주),"DONGYANG Construction co., ltd.",M,2,2,1,1,N,N,,10,42122,,,0,N,,20030610,01,,보링그라우팅공사,,,안일찬,3
2118129019,,제우산업,(주),"JEWOO LOCAL PRODUCT CO.,LTD.",M,2,2,1,1,N,N,,10,68121,,,0,N,,19760209,01,,부동산 임대업,,,강순철,7
3038125874,(주),에이피엔텍,,"APN Tech Co., Ltd.",M,2,2,1,1,N,Y,,10,20131,,,0,N,,20000408,01,,세라믹 형광물질,,www.apntech.co.kr,김원규,5
2148668092,(주),그린로지텍,,Green Logitec,M,2,2,1,1,N,N,,10,46313,,,0,N,,20000922,01,,농축산물 유통 및 도소매업,,,이현철,5
3138107489,(주),대운산업개발,,"Daeun Industrial Development Co., Ltd.",M,2,2,1,1,N,N,,10,42132,,,0,N,,20000304,01,,"석공사,철근콘크리트공사,상하수도공사",,,이현석,6
1288161037,(주),효건도어,,Hyogeon Door,M,2,2,1,1,N,N,,10,22229,,,0,N,,20010712,01,,합성수지 도어,,www.hyogun.co.kr,김광식,27
6098160634,(주),고려이엔에스,,"Goryeo EN S Co., Ltd.",M,2,2,1,1,N,N,,10,38110,,,0,N,,20031002,01,,폐기물 처리업,,,김상호외  1명,5
3148109379,(주),에스지플래닝,,"SG Planning Co.,Ltd.",M,2,2,1,1,N,N,,10,15190,,,0,N,,19940628,01,,"신발 및 핸드백류 제조, 판매업",,,김재도,1
4098144349,(주),한길텔레콤,,"Hangil Telecom Co., Ltd",M,2,2,1,1,N,N,,10,42321,,,0,N,,19981104,01,,"통신공사, 통신기기",,www.hangil-telecom.com,김준현,23
4088126483,,세인종합건설,(주),SEIN CONSTRUTION,M,2,2,1,1,N,N,,10,41121,,,0,N,,19960713,01,,"토목건축공사, 시설물유지관리공사",,,박상규,24
3128626305,(주),영테크,,"Young Tech Co.,Ltd.",M,2,2,1,1,N,N,,10,28121,,,0,N,,20110405,01,,"EPOXY복합수지, 경화제",,www.youngtech-kr.com,김종환,34
1058173262,,아트미디어,(주),"Art Media Co., Ltd.",M,2,2,1,1,N,N,,10,58113,,,0,N,,19880808,01,,"편집디자인, 인쇄물",,www.artmedia.co.kr,김명종,16
5048121108,(주),티피씨,,"TPC Co., Ltd.",M,2,2,1,1,N,N,,10,22232,,,0,N,,19960328,01,,합성수지제품 제조 및 판매업,,www.dgplastic.co.kr,김재학,32
1248607360,(주),베델,,"BETHEL Co., Ltd.",M,2,2,1,1,N,N,,10,30390,,,0,N,,20030401,01,,"자동차플라스틱사출부품(CONTROL ASSY, 외)",,www.betheleng.kr,홍성선,27
3148120864,,명인건전,(주),"Myeongingeonjeon Co., Ltd.",M,2,2,1,1,N,N,,10,42310,,,0,N,,19980302,01,,전기공사,,,김형길,4
2018125597,(주),성우애드컴,,Seongwoo Adcom,M,2,2,1,1,N,N,,10,18110,,,0,N,,19990914,01,,인쇄물,,www.swadcom.co.kr,이민성,69
2028145276,(주),유니콘네트웍스,,UNICORN NETWORKS,M,2,2,1,1,N,N,,10,75210,,,0,N,,19830202,01,,국제여행에 필요한 관광 토산품 제조 및 판매업,,www.flyunicorn.com,조창구,51
2128138466,,규림,(주),"Gyurim Co., Ltd.",M,2,2,1,1,N,N,,10,41226,,,0,N,,19980119,01,,조경공사업,,www.cholim.co.kr,김영환,7
6038155133,(주),제이드글로벌,,"Jade Global Co, Ltd",M,2,2,1,1,N,N,,10,46315,,,0,N,,20031224,01,,"농,수산물제조 및 냉동냉장",,,조승희,1
4108145260,(주),대산정밀,,DAESAN PRECISION  CO.,M,2,2,1,1,N,N,,10,29294,,,0,N,,19980528,01,,금형 플라스틱 제품 제조업,,www.desan.co.kr,윤정석,14
1108146980,(주),제이에프앤비,,"JF&B CO.,LTD",M,2,2,1,1,N,N,,10,10713,,,0,N,,20000629,01,,"초콜릿, 케이크",,www.jfnb.co.kr,김영환,71
2118102252,(주),엘티시스템,,"L.T System Co., Ltd.",M,2,2,1,1,N,N,,10,28903,,,0,N,,20010223,01,,"신호통신기기 하드웨어,소프트웨어 개발,제조 및 판매업",,,정윤조,13
4038121367,(유),세방전기통신,,Sebang Electric Communication,M,2,2,1,1,N,N,,10,42320,,,0,N,,20000526,04,,정보통신공사,,,김재실,7
1268147121,(주),백산동물약품,,"Baeksan Animal Pharm Co., Ltd.",M,2,2,1,1,N,N,,10,46440,,,0,N,,20000720,01,,가축약품소매,,www.bsvet.com,김경숙,5
2128133030,,평진종합관리,(주),PYUNGJIN,M,2,2,1,1,N,N,,10,74210,,,0,N,,19960422,01,,"청소, 경비",,www.pj1.co.kr,김경찬,66
3088101620,(자),동현전기공사,,Donghyeon Electrical Construction,M,2,2,1,1,N,N,,10,42311,,,0,N,,19870506,02,,전기 공사업,,,조동함외 1명,6
6098122644,,디에스케이기계,(주),"DSK MACHINERY CO., LTD.",M,2,2,1,1,N,N,,10,29229,,,0,N,,19950531,01,,"공작기계 수리, 제작, 시공",,www.dskmc.com,배진기외  1명,0
1208159653,(주),케이에스피,,KSP CORPORATION,M,2,2,1,1,N,N,,10,46690,,,0,N,,19960308,01,,"철근, 주철관 외",,www.kspcorp.co.kr,이창원외 1명,10
5058111466,(주),대동산업,,"DAEDONG INDUSTRIAL CO.,LTD.",M,2,2,1,1,N,N,,10,30391,,,0,N,,19960620,01,,자동차 베어링 및 자동 변속기 등,,,김채진,45
2048159664,(주),패션앤스타일,,"FASHION & STYLE Co.,Ltd",M,2,2,1,1,N,N,,10,14193,,,0,N,,20010615,01,,"의류,잡화류 제조 및 도소매업",,,박찬희,6
2208629037,(주),보노,,BONO INC,M,2,2,1,1,Y,N,,10,46460,,,0,N,,20020122,01,,"잡화류(완제품) 도,소매 및 수출입업                                %",미국,www.bonokorea.co.kr,김실비아순남,4
2268109830,(주),강산,,"Gangsan Co.,Ltd.",M,2,2,1,1,N,N,,10,42122,,,0,N,,19960808,01,,보링그라우팅공사 외,,,최홍식,43
1148122210,(주),코너스톤네트웍스,,"Cornerstone Networks Co., Ltd.",M,2,2,1,1,N,N,A033110,10,27212,,,0,N,,19860407,01,19970818,"전자기 측정, 시험 및 분석기구 제조업",,www.cornerstn.co.kr,서진석,11
5138118117,,파크비지니스관광호텔,(주),"Hotel Park Business Co.,Ltd.",M,2,2,1,1,N,N,,10,55101,,,0,N,,20000420,01,,호텔,,www.hotelparkbusiness.com,박정철,5
1208634827,(주),에쓰씨기획,,"SC Plan Co.,Ltd.",M,2,2,1,1,N,N,,10,71393,,,0,N,,20020401,01,,창업자에 대한 투자,,,장정호,10
2118671550,(주),노블인더스트리,,"Noble Industry Co., Ltd.",M,2,2,1,1,N,N,,10,14192,,,0,N,,20010117,01,,"의류 제조, 도소매",,www.nobland.com,이선희,60
6068164214,(주),신진스틸,,"Sinjin Steel Co., Ltd.",M,2,2,1,1,N,N,,10,24213,,,0,N,,20001107,01,,금속판  봉  관 및 유사 1차 금속제품 도매업,,,고두현,27
1218128487,(주),계명,,Gyemyeong,M,2,2,1,1,N,N,,10,46611,,,0,N,,19981121,01,,원목 및 건축관련 목재품 도매업,,,이규섭,9
2118614336,(주),에드링턴코리아,,Edrington Korea Limited,M,2,2,1,1,Y,N,,10,46331,,,0,N,,19910805,01,,종합무역업.알콜성음료도매업 등,싱가포르,www.edrington.com,노동규,56
1238177887,(주),두영,,"DOOYOUNG CO.,LTD.",M,2,2,1,1,N,N,,10,42412,,,0,N,,20020429,01,,"도장, 도배 및 내장 공사업",,www.dooyoungin.co.kr,이수영,3
2148742390,(주),웩싸이,,WEXI,M,2,2,1,1,N,N,,10,71530,,,0,N,,20031015,01,,교육 및 컨설팅,,,강문환,5
1318103877,(주),동양엔지니어링,,"DONGYANG ENGINEERING CO.,LTD.",M,2,2,1,1,N,N,,10,29150,,,0,N,,19860113,01,,"증발식 응축기, 유니트쿨러, 냉동공조용 밸브 외",,www.dyltd.co.kr,유현,17
1078153689,(주),미래로데이타시스템,,Miraero Data Systems Inc.,M,2,2,1,1,N,N,,10,26410,,,0,N,,19960201,01,,광통신 모듈 및 장비,,www.miraerokorea.com,강신준,6
2048158914,(주),나우슈모드,,Naushu Mode,M,2,2,1,1,N,N,,10,15211,,,0,N,,20010521,01,,숙녀화 제조 및 도.소매업,,,전세열,6
6058514742,,서울신용평가정보(주)부산지점,,Seoul Credit Rating & Information,M,2,2,1,2,N,N,,10,73209,,,0,N,1726106,,01,,신용평가,,www.sci.co.kr,임동훈외 1명,700
5038147288,,디와이씨,(주),"DYC Co.,Ltd.",M,2,2,1,1,N,Y,,10,30399,,,0,N,,20001002,01,,"수송기계, 기계류",,www.dycauto.com,김용덕외 1명,186
1138151013,(주),프로차일드,,PROCHILD INC.,M,2,2,1,1,N,N,,10,46595,,,0,N,,19990114,01,,전자부품 및 제품 판매업,,www.prochild.com,김길배,7
6068184748,,섬진피에이치텍,(주),"SumJin PH Tec Co., Ltd.",M,2,2,1,1,N,N,,10,29176,,,0,N,,20040114,01,,"석유,화학플랜트의 압력용기 및 열교환기 제조 및 판매업",,www.sjphtec.co.kr,손광애,31
6068171961,(주),케이엠씨에프에이,,"KMC FA Co., Ltd.",M,2,2,1,1,N,N,,10,29163,,,0,N,,20011229,01,,"콘베어 제작,판매 및 수출입업",,www.kmcfa.com,천봉섭,12
3078103533,(자),마이크로닉정보통신,,MICRONIC INFORMATION COMMUNICATION,M,2,2,1,1,N,N,,10,42320,,,0,N,,19910619,02,,통신공사 및 CCTV,,www.unioncos.co.kr,강범규,8
1318159819,(주),대흥시스템,,"DAEHUNG SYSTEM CO.,LTD.",M,2,2,1,1,N,N,,10,32091,,,0,N,,20001124,01,,금속가구 제조업,,www.two-al.co.kr,민경식,40
